"Name","State","Schooltype","All.test.std","App.accept","Acc.Rate","Pct.Yield","Total.students","Student.Faculty","Grad.rate","Pct.fac.degree","In.Tuition","Room.board"
"Hanover College","IN",2,0.54515541,837,83.20079523,37.87335723,1039,10.6,64,84,8200,3485
"Huntington College","IN",2,-0.572724147,430,95.55555556,29.06976744,531,11.8,47,76,9950,3920
"University of Indianapolis","IN",2,-0.507048471,1276,85.81035642,30.40752351,3063,11.1,69,56,11120,4080
"University of Southern Indiana","IN",1,-1.501303226,2133,89.65952081,60.57196437,7256,22,38,65,2040,3192
"Indiana University at Bloomington","IN",1,0.375171306,13243,79.83963345,44.34795741,27480,21.3,68,88,2984,3990
"Indiana Univ. East","IN",1,-1.626293541,814,100,75.67567568,2344,13.8,24,76,2369,2895.58240995498
"Indiana Univ.-Purdue Univ. at Indianapolis","IN",1,-1.294797535,3655,78.94168467,62.95485636,20392,10.4,25,85,2766,3628.46267160649
"Indiana Univ. at Kokomo","IN",1,-1.417676686,1086,98.01444043,66.57458564,3209,14.7,23,79,2369,2979.42873887025
"Manchester College","IN",2,-0.192371078,802,79.88047809,29.80049875,960,11.8,64,72,10440,3850
"Marian College","IN",2,-0.915450925,542,70.38961039,43.91143911,1350,10.4,61,46,9990,3822
"Indiana Wesleyan University","IN",2,-0.723391876,423,57.55102041,86.5248227,3155,39.8,34,51,9210,3782
"Purdue University at West Lafayette","IN",1,0.382897856,18744,85.96587782,31.33802817,30278,18.2,67,86,2884,3990
"Rose-Hulman Institute of Technology","IN",2,2.371407366,1840,55.42168675,20.70652174,1320,13.6,97,91,13380,4206
"Saint Francis College","IN",2,-0.734981701,166,77.9342723,51.20481928,760,12.5,48,78,8670,3820
"Saint Josephs College","IN",2,-0.319859156,684,74.34782609,32.89473684,1037,14.8,67,60,11200,4250
"Saint Mary-of-the-Woods College","IN",2,-1.10760822,130,86.66666667,67.69230769,1109,10.2,75,58,10300,4130
"Saint Marys College","IN",2,0.685985424,734,82.65765766,53.54223433,1460,9.9,98,95,12730,4514
"Taylor University","IN",2,0.94096158,1092,61.72979084,40.01831502,1838,14.2,98,61,10965,4000
"Tri-State University","IN",2,-0.537954672,1102,87.32171157,25.04537205,1076,12.8,65,53,9456,4350
"University of Notre Dame","IN",2,1.812021285,3700,48.05194805,51.51351351,7701,13.1,97,92,16850,4400
"Valparaiso University","IN",2,1.11663177,1727,83.22891566,30.11001737,2699,14.2,95,89,11800,3260
"Wabash College","IN",2,0.962100766,623,77.875,41.09149278,806,9.9,72,85,12925,4195
"Indiana State University","IN",1,-1.065112194,4761,84.13147199,66.09955892,10545,16.6,40,76,2802,3706
"Baker University","KS",2,0.279236835,483,80.23255814,42.65010352,1424,11,65,68,8620,4100
"Bethany College","KS",2,0.279236835,816,92.93849658,24.50980392,768,11.6,48,68,8740,3363
"Bethel College","KS",2,-0.110594895,184,91.08910891,66.30434783,638,8.8,56,80,8540,3580
"Friends University","KS",2,-0.890258356,276,77.09497207,62.31884058,960,25,49,30,8516,3130
"Pittsburg State University","KS",1,-0.500426626,1313,92.52995067,61.91926885,4968,23.2,58,52,1778,3000
"Emporia State University","KS",1,-0.890258356,1256,100,67.91401274,4545,19.3,50,75,1729,3144
"Kansas Wesleyan University","KS",2,-0.500426626,575,97.62308998,25.73913043,732,12.4,68,55,8400,3250
"McPherson College","KS",2,-0.110594895,293,69.76190476,31.74061433,416,9.8,48,54,7950,3750
"Southwestern College","KS",2,-0.500426626,155,72.76995305,48.38709677,651,11.8,52,56,7200,3532
"Sterling College","KS",2,-0.605741512,373,77.87056367,34.04825737,764,16.1,36,50,8280,3260
"Tabor College","KS",2,-0.110594895,183,71.20622568,59.56284153,434,10,53,70,7850,3410
"University of Kansas","KS",1,0.279236835,5561,64.82107472,66.19313073,19553,13.7,57,94,1650,3384
"Wichita State University","KS",1,-0.500426626,2236,77.07687004,40.07155635,11633,20.4,32,87,1650,3299
"MidAmerica Nazarene College","KS",2,-0.110594895,331,100,67.97583082,1266,15.4,49,33,6840,3720
"Benedictine College","KS",2,-0.505943766,620,98.10126582,35.80645161,1203,14.1,58,84,9550,3850
"Bellarmine College","KY",2,0.153212515,707,87.60842627,43.56435644,1803,13.1,84,82,8840,2950
"Spalding University","KY",2,-0.890258356,201,71.02473498,48.25870647,852,10.6,89,56,8400,2800
"Centre College","KY",2,1.396468987,888,87.66041461,32.43243243,950,11.4,74,99,11850,4270
"Cumberland College","KY",2,-0.619083449,789,79.29648241,50.44359949,1428,13,63,44,6230,3526
"Eastern Kentucky University","KY",1,-1.280090087,5135,94.34135587,47.61441091,14558,19.8,39,82,1700,3196
"Georgetown College","KY",2,-0.110594895,693,95.32324622,41.26984127,1111,13.3,55,76,8000,3950
"Kentucky State University","KY",1,-1.691969217,952,58.19070905,44.53781513,2440,15,19,61,1340,2682
"Kentucky Wesleyan College","KY",2,-0.540065836,497,85.10273973,35.21126761,783,11.3,62,65,8000,4150
"Morehead State University","KY",1,-0.890258356,2495,88.31858407,52.10420842,7286,19.9,52,58,1580,2950
"Murray State University","KY",1,-0.110594895,1910,85.84269663,62.30366492,6923,20.2,52,76,1580,3110
"Transylvania University","KY",2,1.151330545,729,96.04743083,33.47050754,918,12.1,70,91,10900,4450
"Union College","KY",2,-1.045795819,384,79.33884298,46.09375,712,14.1,64,88,7800,2950
"University of Kentucky","KY",1,1.058900296,5689,73.22692753,47.020566,17527,12.2,52,97,2160,3226
"University of Louisville","KY",1,-0.500426626,3057,63.99413858,59.63362774,16042,11.1,31,92,2180,3600
"Thomas More College","KY",2,0.056630638,594,73.51485149,36.7003367,1258,10.5,66,55,9490,3892
"Centenary College of Louisiana","LA",2,0.817336777,434,87.67676768,48.38709677,819,11.3,66,92,8950,3490
"Dillard University","LA",2,-0.890258356,1376,68.86886887,47.31104651,1584,14.1,61,52,6700,3650
"Nicholls State University","LA",1,-1.280090087,1898,93.96039604,57.53424658,6259,21.8,36,65,1980,2550
"Louisiana Tech University","LA",1,-0.110594895,2144,89.44513976,71.12873134,8542,20,45,77,2262,2325
"Louisiana State University at Baton Rouge","LA",1,0.184118716,4993,83.27218145,61.66633287,20026,15.9,37,87,2625,2980
"University of New Orleans","LA",1,-0.398876769,2139,88.90274314,70.17297803,11801,17.9,19,75,2362,3116
"Loyola University","LA",2,0.778704026,1698,89.79375992,42.34393404,3501,11.7,53,88,11100,5870
"McNeese State University","LA",1,-1.280090087,2031,98.30590513,75.08616445,7337,21.1,34,73,1966,2310
"Northeast Louisiana University","LA",1,-0.890258356,2814,94.97131286,65.38734897,10425,20.6,21,61,1644,1980
"Northwestern State University of Louisiana","LA",1,-0.890258356,2671,100,49.79408461,7711,29.5,33,69,2040,2216
"Southeastern Louisiana University","LA",1,-1.280090087,3247,100,70.74222359,11916,24.3,29,61,1910,2230
"Southern University at New Orleans","LA",1,-2.059753548,900,100,54.44444444,4000,19.6,35,68,1451,2585.18916292894
"Tulane University","LA",2,1.410240676,5125,72.87075217,23.86341463,6475,9.1,74,98,19040,5950
"University of Southwestern Louisiana","LA",1,-1.280090087,4250,98.86020005,62.68235294,14986,22.7,30,67,1898,2082
"Xavier University of Louisiana","LA",2,-0.619083449,1915,91.32093467,36.2924282,2959,14.4,49,75,6900,4200
"Southern University and A & M College","LA",1,-2.059753548,2416,99.38296997,70.81953642,8309,15.9,33,50,2028,2982
"American International College","MA",2,-0.853638524,1093,76.97183099,20.12808783,1305,14.7,69,84,8700,4780
"Amherst College","MA",2,1.837241399,992,23.05904231,42.13709677,1598,8.4,100,98,19760,5300
"Anna Maria College","MA",2,-0.66047477,283,80.85714286,28.97526502,773,11.7,82,45,10800,4835
"Assumption College","MA",2,-0.428678264,1700,79.62529274,28.88235294,2397,13.8,88,93,12000,5920
"Merrimack College","MA",2,0.112180248,1541,77.78899546,33.35496431,3011,16.8,80,75,12500,6200
"Babson College","MA",2,0.537140507,1139,56.7513702,35.73309921,1680,16.8,94,93,16600,6985
"Bentley College","MA",2,0.034914746,2330,67.22446624,27.46781116,4628,17.5,82,87,13800,5510
"Boston College","MA",2,1.734755783,6179,47.1247712,34.86000971,8807,16.6,90,95,16640,6960
"Boston University","MA",2,1.3599474,13007,64.41660063,29.29191974,18084,11.9,72,81,18420,6810
"Brandeis University","MA",2,1.773388534,2743,65.52795031,26.97776157,2881,9.8,84,97,19380,6750
"Clark University","MA",2,0.614406009,2059,71.31970904,22.19524041,2224,10.5,79,95,17500,4200
"Elms College","MA",2,-0.737740271,208,84.89795918,60.09615385,980,11.3,86,71,11800,4765
"College of the Holy Cross","MA",2,1.657490282,1691,56.47962592,38.97102306,2697,11.3,95,96,18000,6300
"Curry College","MA",2,-1.355864285,936,76.47058824,30.23504274,1223,8.7,58,39,13600,5450
"Eastern Nazarene College","MA",2,-0.042350756,409,79.26356589,48.8997555,1268,17.3,70,58,8770,3500
"Emerson College","MA",2,0.266711251,1228,66.41427799,40.06514658,2194,18,62,88,15200,7782
"Gordon College","MA",2,0.050367846,565,83.82789318,49.91150442,1190,14.2,66,82,12200,4070
"Harvard University","MA",2,3.202800316,2165,15.61485755,74.18013857,7182,9.9,100,97,18485,6410
"Lesley College","MA",2,-1.077708479,198,81.14754098,41.41414141,1470,27.8,58,88,11700,5300
"University of Massachusetts at Lowell","MA",1,-0.266420711,3026,75.91570497,36.12029081,9922,16.1,53,84,4694,4164
"Massachusetts Institute of Technology","MA",2,3.226943271,2140,33.38012791,50.37383178,4509,10.1,94,99,20100,5975
"Bridgewater State College","MA",1,-0.482764116,3340,67.95523906,31.85628743,6858,17.1,51,74,1408,3991
"North Adams State College","MA",1,-0.68365442,1005,64.29942418,23.88059701,1516,14.2,57,71,1408,4330
"Salem State College","MA",1,-1.417676686,3168,79.73823307,42.10858586,9041,21,45,58,1408,3514
"Westfield State College","MA",1,-0.815005773,2150,69.35483871,38.37209302,4175,15.7,65,79,1408,3788
"Worcester State College","MA",1,-1.185880181,1515,68.95766955,35.84158416,5118,21,40,60,2663,3900
"Mount Holyoke College","MA",2,1.438965012,1314,73,40.0304414,1931,9,84,91,19300,5700
"Northeastern University","MA",2,0.187981991,8492,71.35534829,29.63966086,21381,12.9,46,82,13380,7425
"Pine Manor College","MA",2,-1.300771974,323,91.24293785,38.6996904,400,8.9,67,71,15190,6480
"Regis College","MA",2,-0.807279223,385,90.16393443,37.14285714,1114,10.3,84,85,12700,5800
"Simmons College","MA",2,0.158827901,782,77.96610169,37.72378517,1304,8.9,79,81,16160,6950
"Smith College","MA",2,1.464326527,1598,54.63247863,39.5494368,2574,10.3,90,97,18820,6390
"University of Massachusetts at Dartmouth","MA",1,-0.621842019,2597,77.59187332,38.73700424,6294,15,56,90,1836,4500
"Springfield College","MA",2,-0.66047477,1347,71.34533898,38.53006682,2291,12.8,76,59,9438,4300
"Stonehill College","MA",2,0.189445749,2300,63.0828305,25.43478261,2948,13,97,79,12170,6172
"Suffolk University","MA",2,-1.015896077,980,78.58861267,36.32653061,3021,13.3,60,95,10584,5282.5846223306
"Tufts University","MA",2,1.966552289,3605,47.34699238,33.4257975,4598,10.3,92,100,19701,5968
"University of Massachusetts at Amherst","MA",1,0.034914746,12414,85.98143787,30.73948768,18222,16.7,68,92,2220,3897
"University of Massachusetts at Boston","MA",1,-0.69910752,1495,66.83057667,53.51170569,10988,14.5,41,88,2220,4473.37230177534
"Wellesley College","MA",2,1.889286787,1249,43.1433506,46.35708567,2351,10.6,91,98,18345,5995
"Western New England College","MA",2,-1.14724743,1471,89.15151515,27.80421482,2919,15.4,59,97,8994,5500
"Wheaton College","MA",2,0.699686413,1373,78.99884925,30.37144938,1365,13.2,71,96,18460,5970
"Wheelock College","MA",2,-1.023622628,335,83.95989975,48.05970149,765,9.6,74,74,13472,5528
"Williams College","MA",2,2.816472807,1245,29.74199713,42.24899598,2017,9,99,99,19629,5790
"Worcester Polytechnic Institute","MA",2,1.942942884,2314,83.5982659,29.47277442,2888,15.2,82,94,15884,5370
"Hampshire College","MA",2,0.969827316,998,74.36661699,30.96192385,1079,11.4,62,79,20655,5475
"Simons Rock College of Bard","MA",2,1.433420327,171,57,77.19298246,306,8.2,84,85,16900,5620
"Wentworth Institute of Technology","MA",2,-1.046802278,1257,84.93243243,35.95863166,3533,15.4,64,68,9850,6050
"Capitol College","MD",2,-0.815005773,90,90,38.88888889,613,12.1,52,50,8400,2812
"Bowie State University","MD",1,-1.888996247,882,53.6822885,46.14512472,3268,22,17,57,2141,4075
"College of Notre Dame of Maryland","MD",2,-0.119616258,356,77.89934354,49.71910112,2650,11.5,75,64,11180,5620
"Columbia Union College","MD",2,-0.621842019,957,73.55880092,10.553814,980,13.9,63,49,9500,3450
"Frostburg State University","MD",1,-0.645021669,2167,74.31412894,42.0396862,4596,17.8,54,78,2431,4390
"Goucher College","MD",2,0.969827316,813,70.6342311,30.50430504,930,9.2,77,90,15588,6174
"Hood College","MD",2,0.367444756,565,80.8297568,31.15044248,1109,14.4,72,88,13960,6040
"Johns Hopkins University","MD",2,2.688195923,3446,40.66556526,26.43644806,5135,3.3,90,97,18800,6740
"Loyola College","MD",2,0.653038759,3137,76.96270854,23.52566146,3194,14.7,80,88,12990,6300
"Morgan State University","MD",1,-0.884544725,3034,51.49355058,44.75939354,5262,18.2,29,80,1794,4640
"Mount Saint Marys College","MD",2,-0.119616258,1159,87.73656321,28.30025884,1322,12.8,80,82,12850,6200
"Salisbury State University","MD",1,0.174640055,2290,54.31688805,32.13973799,5323,17.9,56,75,2328,4690
"St. Johns College","MD",2,1.850654036,278,86.06811146,43.88489209,397,7.2,64,72,16150,5450
"St. Marys College of Maryland","MD",1,1.611130981,695,51.86567164,41.00719424,1524,11.6,63,89,4000,4730
"Towson State University","MD",1,-0.019171105,3837,62.3801008,31.66536357,12831,17.6,60,84,2166,4480
"University of Maryland at College Park","MD",1,0.768937012,10315,72.17324377,33.04895783,23331,18.1,63,92,2919,5146
"University of Maryland at Baltimore County","MD",1,0.516360373,2594,60.76364488,37.97224364,9068,18.4,55,88,3338,4408
"University of Maryland Eastern Shore","MD",1,-1.904449347,1016,63.5,50,2266,17.8,35,60,2674,3580
"Villa Julie College","MD",2,-0.505943766,347,42.16281896,68.29971182,1858,10.2,72,43,7400,4496.48290972165
"Washington College","MD",2,0.629859109,942,77.91563275,22.71762208,868,11.2,65,86,15276,5318
"Western Maryland College","MD",2,0.197172299,984,81.65975104,28.25203252,1169,12.5,60,91,14510,5340
"University of Maine at Presque Isle","ME",1,-1.270872233,381,82.64642082,61.67979003,1477,15.2,35,67,2700,3630
"Bates College","ME",2,1.889286787,1541,44.52470384,37.44321869,1599,9.8,93,90,25180,6546.51261915679
"Bowdoin College","ME",2,1.812021285,1019,30.36352801,41.02060844,1498,11.2,96,96,19030,5885
"Colby College","ME",2,1.437212901,1319,46.31320225,34.57164519,1755,10.2,91,94,18930,5590
"University of Maine at Fort Kent","ME",1,-1.448582887,168,74.66666667,61.9047619,641,15,38,71,1968,3395
"Husson College","ME",2,-1.294051884,652,90.17980636,55.36809816,1657,22,84,44,7800,4000
"University of New England","ME",2,-0.66047477,750,62.03473945,35.33333333,979,11.4,64,75,11450,5045
"Saint Josephs College","ME",2,-0.815005773,682,81.8727491,31.81818182,2912,27.2,85,89,9985,5180
"Thomas College","ME",2,-1.201333282,312,87.64044944,44.55128205,800,21.8,75,29,8850,4450
"University of Maine at Orono","ME",1,0.027188196,4589,87.24334601,37.9385487,9161,14.5,56,93,3085,4385
"Unity College","ME",2,-0.158249008,409,89.69298246,45.23227384,483,11.4,44,48,8750,4750
"Adrian College","MI",2,-0.110594895,1097,76.82072829,30.62898815,1135,12.9,54,66,11250,3750
"Albion College","MI",2,1.155264521,1720,90.57398631,28.43023256,1626,13.7,73,100,13868,4826
"Alma College","MI",2,1.448732026,1080,85.24072612,35.64814815,1334,15.3,68,87,12572,4552
"Andrews University","MI",2,-0.890258356,704,62.30088496,45.73863636,1912,11.5,46,66,9996,3090
"Calvin College","MI",2,0.863696078,1512,84.75336323,60.38359788,3537,14.8,81,81,10230,3710
"Concordia College","MI",2,-0.446988181,171,95,43.2748538,580,11.6,84,55,10430,2960
"Eastern Michigan University","MI",1,-0.595903798,5423,81.02495144,41.34243039,19563,20.6,49,86,2482,4031
"Grand Valley State University","MI",1,0.279236835,3887,75.25653437,40.15950605,10853,20.6,57,66,2422,3800
"Hillsdale College","MI",2,0.661053663,745,80.97826087,46.57718121,1175,12,79,80,11090,4700
"Hope College","MI",2,0.69167151,1483,86.62383178,42.07687121,2713,12.5,72,81,12275,4341
"Kalamazoo College","MI",2,1.751890294,1101,89.95098039,30.69936421,1218,12.4,74,89,16179,5094
"Lawrence Technological University","MI",2,-0.110594895,695,80.16147636,44.89208633,4239,15.8,45,59,6759,2250
"Michigan State University","MI",1,0.12616959,15096,83.33885393,40.93799682,30760,14,71,95,4103,3734
"Michigan Technological University","MI",1,1.290408448,2288,87.39495798,45.1048951,5938,17,65,82,3510,3978
"Lake Superior State University","MI",1,-0.890258356,1169,83.14366999,44.65355004,3024,19.9,51,47,3312,4186
"Oakland University","MI",1,0.279236835,2581,84.87339691,45.44750097,10423,19.7,53,90,3123,4030
"Saginaw Valley State University","MI",1,-0.890258356,1349,87.08844416,50.92661231,5745,18.2,40,82,2674,3650
"Siena Heights College","MI",2,-0.500426626,419,90.30172414,43.67541766,973,7.2,47,49,9240,3880
"Spring Arbor College","MI",2,-0.500426626,362,97.31182796,50,1854,15.4,49,48,8600,3550
"University of Detroit Mercy","MI",2,-0.437509519,731,78.85652643,56.77154583,4366,13.5,51,79,11130,3996
"University of Michigan at Dearborn","MI",1,0.669068566,1303,72.55011136,67.68994628,6609,18,63,83,3440,3522.50132603272
"Wayne State University","MI",1,-0.500426626,3098,73.42972268,49.80632666,20233,10.9,41,88,3271,3271
"Western Michigan University","MI",1,0.279236835,7191,78.4444202,38.07537199,20017,24.7,55,84,2785,4100
"Center for Creative Studies","MI",2,-0.657716199,396,65.89018303,51.26262626,848,6.8,47,58,11230,6643
"Northwood University","MI",2,-1.08442857,998,91.30832571,28.55711423,6830,91.8,35,33,9450,4385
"University of Michigan at Ann Arbor","MI",1,1.659171692,12940,67.5647452,37.812983,23384,11.5,87,98,5040,4659
"Augsburg College","MN",2,0.15532368,513,77.49244713,50.09746589,2800,12.8,58,65,11902,4372
"Carleton College","MN",2,2.236981544,1579,58.61172977,30.9689677,1882,10.4,91,93,19292,3957
"College of Saint Benedict","MN",2,0.234341292,864,92.1108742,59.14351852,1818,13.1,72,88,12247,4221
"College of Saint Catherine","MN",2,-0.188507803,411,80.43052838,45.25547445,2254,11.5,77,87,12224,4440
"College of St. Scholastica","MN",2,-0.074720715,596,88.69047619,46.6442953,1625,11.6,72,76,11844,3696
"University of St. Thomas","MN",2,0.172528891,1807,87.84637822,45.8218041,5088,13.8,89,80,11712,4037
"Concordia College-Moorhead","MN",2,0.042929649,1808,90.08470354,45.85176991,2999,13.4,69,69,10110,3165
"Gustavus Adolphus College","MN",2,0.991184156,1385,81.04154476,45.77617329,2331,12.5,80,89,14125,3600
"Hamline University","MN",2,1.010500531,825,82.00795229,39.75757576,1464,13,65,93,13252,4194
"Macalester College","MN",2,1.927919538,1496,50.90166723,30.21390374,1836,11.9,77,91,15909,4772
"Moorhead State University","MN",1,-0.110594895,2164,88.61588862,54.94454713,7058,18.1,60,81,2134,2664
"Southwest State University","MN",1,-0.890258356,938,89.58930277,54.47761194,2637,16.5,51,75,2285,2750
"Saint Johns University","MN",2,0.467889908,800,85.7449089,55.5,1763,12,70,85,12247,4081
"Saint Marys College of Minnesota","MN",2,-0.500426626,802,91.55251142,45.7605985,1381,18.8,78,74,10800,3600
"Saint Olaf College","MN",2,1.166783646,1673,74.42170819,44.53078302,2993,10,83,88,14350,3750
"University of Minnesota at Duluth","MN",1,-0.110594895,3126,74.57061069,52.97504798,7141,19,53,91,2994,3474
"University of Minnesota at Morris","MN",1,1.553111154,874,59.94513032,67.27688787,2000,14.6,51,78,3330,3180
"Winona State University","MN",1,-0.192371078,2047,61.56390977,63.55642404,6672,20.2,58,60,2200,2700
"University of Minnesota Twin Cities","MN",1,0.396598846,6397,57.87045413,55.08832265,38338,12.2,45,90,3171,3744
"Avila College","MO",2,-0.385534832,298,79.89276139,28.8590604,1141,10.6,54,63,8950,3800
"Central Missouri State University","MO",1,-0.500426626,4101,87.60948515,35.01584979,9690,19.7,50,80,2310,3288
"Columbia College","MO",2,-0.890258356,158,50.31847134,83.5443038,6036,15.3,37,87,8294,3700
"Culver-Stockton College","MO",2,-0.110594895,1110,70.43147208,24.68468468,1104,14.1,51,52,8000,3700
"Drury College","MO",2,1.058900296,650,92.85714286,48.30769231,1113,13.2,67,92,8730,3523
"Lindenwood College","MO",2,-0.501433085,484,59.75308642,73.55371901,2346,24.1,100,85,9200,4800
"Maryville University","MO",2,0.247683228,397,72.3132969,42.56926952,3094,13.1,61,58,9250,4550
"Missouri Valley College","MO",2,-1.551525802,983,75.03816794,32.14649034,1232,17.4,27,67,8550,5050
"Missouri Western State College","MO",1,-1.280090087,1870,99.0990991,45.34759358,5061,19,40,64,1998,2611
"Northeast Missouri State University","MO",1,1.448732026,4577,75.7781457,35.39436312,5906,15.7,76,72,2704,3416
"Park College","MO",2,-1.278598783,225,83.33333333,28.88888889,7543,18.4,49,54,3750,3900
"Rockhurst College","MO",2,-0.274147261,858,91.76470588,40.20979021,1881,10.7,79,79,9490,4100
"Southwest Baptist University","MO",2,0.279236835,1093,100,58.73741995,2737,15.9,71,54,7070,2500
"Southwest Missouri State University","MO",1,-0.110594895,5254,85.87773782,60.98210887,16505,19.9,56,75,2370,2590
"Saint Louis University","MO",2,0.382609503,2855,86.67273831,33.48511384,5716,4.6,67,94,11690,4730
"Stephens College","MO",2,-0.580450698,405,90,47.90123457,1002,10.9,59,63,13900,5200
"University of Missouri at Columbia","MO",1,0.840516427,4637,70.53544265,63.40306232,16365,12.7,58,87,3030,3485
"University of Missouri at Rolla","MO",1,1.755753569,1826,97.28289824,45.07119387,4487,14.4,49,88,3030,3600
"University of Missouri at Kansas City","MO",1,0.669068566,1340,70.4892162,48.88059701,5400,11.6,44,98,3475,3685
"Washington University","MO",2,1.812021285,5259,68.70917167,23.84483742,6153,3.9,90,98,18350,5775
"Webster University","MO",2,0.215024917,462,69.47368421,48.91774892,3289,20.6,48,68,9160,4340
"Westminster College","MO",2,0.390624407,553,83.5347432,33.27305606,702,12.5,62,70,10720,4050
"William Jewell College","MO",2,0.622420912,547,82.50377074,57.58683729,1354,11.2,59,80,10060,2970
"William Woods University","MO",2,-0.422056419,435,92.75053305,52.18390805,971,12.9,52,66,10535,4365
"Alcorn State University","MS",1,-1.669921817,1853,63.28551913,25.9579061,2561,14.1,35,51,4474,2521.82688062868
"Blue Mountain College","MS",2,-1.280090087,75,100,62.66666667,390,11.3,66,33,3660,2090
"Millsaps College","MS",2,1.244049147,834,92.15469613,38.24940048,1252,12.7,58,89,11320,4402
"Mississippi College","MS",2,0.279236835,385,64.81481481,79.74025974,2416,16.5,61,79,5580,2830
"Mississippi University for Women","MS",1,-0.248568094,405,84.375,93.82716049,2687,15.8,63,54,2244,2217
"Mississippi State University","MS",1,0.279236835,3277,77.01527615,49.09978639,11715,15.9,53,77,4946,3084
"Mississippi Valley State University","MS",1,-2.449585278,1090,38.92857143,53.21100917,2323,18.6,56,47,2164,2100
"Rust College","MS",2,-2.449585278,673,50.67771084,41.90193165,1180,19.6,49,52,4000,2048
"University of Southern Mississippi","MS",1,-0.076472826,2044,71.71929825,51.1741683,10647,18.7,45,99,2392,2470
"William Carey College","MS",2,-0.890258356,165,82.5,73.33333333,1957,13.6,19,57,5115,2520
"Carroll College","MT",2,0.002544787,492,93.00567108,53.04878049,1415,14.1,58,49,8650,3815
"Montana State University-Billings","MT",1,-0.853638524,912,97.95918367,65.35087719,3350,18.5,40,84,2142,3300
"Montana College of Mineral Sci. & Tech.","MT",1,0.217136081,544,95.1048951,58.82352941,1886,16.4,74,71,2013,3400
"Montana State University","MT",1,0.041177538,2836,81.02857143,62.72919605,9723,17.6,37,83,1576,3710
"Rocky Mountain College","MT",2,-0.69634895,392,70,68.87755102,861,11.3,68,78,8734,3362
"University of Montana","MT",1,-0.207824179,2809,84.76161738,55.64257743,9142,21.7,30,81,2251,3957
"Western Montana College","MT",1,-1.280090087,256,68.08510638,100,1886,16.4,59,54,1935,3000
"North Carolina A. & T. State University","NC",1,-1.239966032,3089,64.23372843,46.26092587,7033,16.7,44,72,740,1780
"Appalachian State University","NC",1,-0.037840075,4664,63.77683577,40.95197256,10975,18.3,70,96,740,2540
"University of North Carolina at Asheville","NC",1,0.599241261,979,55.71997723,40.24514811,3111,13,37,83,608,3420
"Barton College","NC",2,-1.12406778,643,83.39818418,35.61430793,1640,13.7,67,63,7420,3440
"Barber Scotia College","NC",2,-2.978439821,933,100,51.44694534,704,13.5,34,50,4045,2795
"Belmont Abbey College","NC",2,-0.737740271,494,78.16455696,26.11336032,840,13.2,52,85,9000,4850
"Bennett College","NC",2,-1.823707169,542,70.02583979,35.60885609,664,12.1,44,65,5600,3095
"Campbell University","NC",2,-0.544576517,1339,64.15908002,49.06646751,4395,21.8,63,77,7550,2790
"Catawba College","NC",2,-0.544576517,880,81.25577101,33.06818182,995,13.5,55,82,9270,4100
"Davidson College","NC",2,2.253757002,956,40.2865571,47.28033473,1607,12,94,97,17295,5070
"Duke University","NC",2,2.726828674,3893,28.23264921,40.66272797,6241,5,97,96,18590,5950
"East Carolina University","NC",1,-1.084069517,6362,68.60038818,38.27412763,14858,13.2,58,78,764,3240
"Elizabeth City State University","NC",1,-1.858090046,827,54.01698236,48.97218863,1773,14.1,51,72,556,2648
"Elon College","NC",2,-0.490490666,2786,76.87637969,30.79684135,3267,18.9,63,74,9100,3883
"Fayetteville State University","NC",1,-1.309504984,1064,73.12714777,42.48120301,3249,15.1,24,75,740,2550
"Gardner Webb University","NC",2,-1.182762558,930,83.78378378,35.69892473,1977,15.2,29,58,8180,4270
"Greensboro College","NC",2,-0.482764116,494,81.25,35.62753036,963,13,39,80,8330,3770
"Guilford College","NC",2,0.506522659,1054,87.68718802,30.92979127,1709,15.6,65,86,13404,5160
"High Point University","NC",2,-0.822732323,1149,81.37393768,30.20017406,2404,17.8,62,61,7550,4050
"Johnson C. Smith University","NC",2,-2.321683056,932,69.08821349,43.6695279,1283,14.2,37,61,5453,2191
"Lenoir-Rhyne College","NC",2,-0.499321921,743,75.89376915,34.85868102,1354,12,66,92,10100,4000
"Mars Hill College","NC",2,-0.976256867,873,82.67045455,44.10080183,1355,11.9,69,67,6950,3550
"Meredith College","NC",2,-0.428678264,772,90.08168028,48.70466321,2191,13.9,82,82,6720,3250
"Methodist College","NC",2,-1.162700531,633,84.4,46.7614534,1293,11.4,56,73,8850,3550
"Montreat-Anderson College","NC",2,-0.891264815,223,84.79087452,46.18834081,336,11.1,15,50,8438,3372
"North Carolina Central University","NC",1,-1.858090046,1320,74.4500846,42.34848485,4339,15.4,40,73,676,3136
"North Carolina Wesleyan College","NC",2,-1.061248919,689,84.85221675,28.30188679,730,12.7,52,77,8242,4230
"Pembroke State University","NC",1,-1.294051884,774,81.99152542,56.84754522,2703,15,48,77,628,2760
"Pfeiffer College","NC",2,-1.193606731,651,77.6849642,24.42396313,816,12.2,48,62,8640,3700
"Queens College","NC",2,0.799772512,392,75.96899225,39.28571429,1179,14,58,75,11020,4970
"Salem College","NC",2,0.398350957,284,84.7761194,46.47887324,750,11.2,60,68,10475,6300
"St. Andrews Presbyterian College","NC",2,-0.544576517,599,95.99358974,28.38063439,762,13.8,56,93,10375,4575
"St. Augustines College","NC",2,-1.332684634,1786,57.37230967,25.58790594,1745,14,56,65,3850,3200
